Permutation	/home/josh/Documents/School/Capstone/BioNetFit/examples/example5/example5_example5
perm8	3694215.23598679
perm33	3694882.74940167
perm35	3694984.61343699
perm13	3695036.81987291
perm7	3703954.76316199
perm16	3704046.69639735
perm9	3704269.68844357
perm38	3704284.00752421
perm45	3704304.10593807
perm29	3704353.3917136
perm37	3704374.66032538
perm6	3704376.46136024
perm47	3704590.2094866
perm21	3704612.29603462
perm48	3704685.63232222
perm15	3704710.12014208
perm1	3704732.47129996
perm30	3707595.07785989
perm10	3711777.94828862
perm39	3717997.32946435
perm24	3727314.89206015
perm4	3744516.88640258
perm17	3745306.01712761
perm50	3753650.10292454
perm41	3755375.63264901
perm46	3766289.42856337
perm40	3772073.84361928
perm23	3772961.86678777
perm12	3788479.03095029
perm42	3792382.96396714
perm36	3795519.31365041
perm49	3806993.36072727
perm25	3826780.21975745
perm22	3844263.22857115
perm18	3857265.26945308
perm14	3911165.18868679
perm44	3929554.286794
perm2	3963077.18851248
perm28	4029908.36849667
perm20	4062340.48192522
perm32	4071121.32423734
perm11	4089175.93751053
perm31	4089354.28110581
perm26	4132888.86346166
perm34	4146094.8764796
perm27	4251272.59077061
perm43	4288644.69796883
perm19	4355702.25627766
perm5	4646415.57067158
perm3	5348901.63744827
