Permutation	/home/josh/Documents/School/Capstone/BioNetFit/examples/example5/example5_example5
perm18	3591268.66962159
perm13	3596131.40294792
perm11	3596513.62820738
perm9	3596567.28835362
perm14	3597043.09351379
perm26	3604424.88225167
perm30	3605626.90246149
perm23	3607456.13251634
perm7	3608494.77375154
perm22	3611226.32950918
perm3	3611494.87965549
perm33	3611513.65552977
perm48	3611515.40219227
perm6	3611711.52877795
perm37	3612950.49821359
perm38	3613641.24889474
perm28	3613902.49798032
perm24	3616181.74401854
perm19	3616258.25807999
perm25	3616281.27882488
perm12	3616334.80618095
perm27	3622375.1303354
perm34	3627132.34632416
perm42	3671668.30958799
perm45	3675142.1406239
perm31	3677479.01964376
perm21	3693073.639938
perm10	3702447.15748138
perm39	3717374.07770664
perm47	3719346.45858346
perm17	3740163.21187149
perm32	3765690.73756969
perm40	3769795.03684925
perm36	3769798.12835109
perm8	3798127.86357123
perm49	3808741.6112588
perm29	3816443.75582387
perm15	3822302.48848058
perm50	3837525.69756691
perm2	3865144.01516804
perm44	3873396.29573141
perm43	3921960.38590411
perm5	3925917.05177542
perm16	3954232.62692906
perm46	4046572.22094623
perm1	4163308.96529312
perm4	4212643.58127991
perm20	4221530.61496062
perm35	4553039.99409033
perm41	4634639.93807064
