Permutation	/home/josh/Documents/School/Capstone/BioNetFit/examples/example5/example5_example5
perm13	3693869.29447816
perm45	3695036.81990472
perm25	3696686.44853959
perm12	3704302.90382828
perm49	3704328.40320479
perm11	3704347.33518505
perm16	3704347.33518505
perm29	3704347.33518505
perm31	3704347.33518505
perm43	3704360.16843756
perm15	3704651.49551594
perm1	3704651.73628183
perm10	3704674.96029073
perm46	3704687.64358571
perm40	3704713.82699005
perm47	3705921.22153437
perm28	3707595.21971085
perm42	3707959.36179401
perm14	3708496.51534735
perm18	3711740.24853406
perm48	3711793.26478437
perm41	3713685.94106495
perm39	3715618.48690644
perm6	3722563.56345606
perm20	3723439.86276769
perm30	3726417.85053153
perm35	3732728.80596813
perm2	3734272.24062769
perm5	3738404.64026436
perm9	3744895.41925816
perm38	3749283.90281258
perm21	3749696.25484363
perm27	3750058.59188734
perm36	3786214.16731028
perm4	3803001.5120716
perm32	3831712.12832094
perm8	3833777.23258001
perm19	3833875.08067934
perm7	3877022.38758831
perm3	3878328.24384162
perm22	3907632.67736424
perm44	3909780.36897749
perm33	4004597.73800306
perm37	4145897.73737975
perm34	4145930.58641465
perm23	4174809.79388161
perm24	4620861.48467068
perm17	4686336.80591291
perm50	4736145.89001911
perm26	4818947.91736116
