Permutation	/home/josh/Documents/School/Capstone/BioNetFit/examples/example5/example5_example5
perm43	3592573.53142902
perm20	3599991.37677098
perm19	3604205.65555551
perm28	3611494.92824266
perm3	3611511.03940556
perm17	3611512.0001236
perm14	3611514.22198602
perm48	3611515.34042513
perm47	3611519.41471684
perm10	3611521.12557417
perm12	3611605.54234636
perm16	3611613.08713778
perm42	3612251.537484
perm8	3612291.67523035
perm25	3612315.94083912
perm37	3613110.39727393
perm45	3613581.49644919
perm9	3613670.85450442
perm44	3614907.29745433
perm29	3615703.76722681
perm33	3616117.45733153
perm2	3616460.0717842
perm41	3616818.88171846
perm6	3618584.9448618
perm7	3624381.35022909
perm27	3652135.54831771
perm39	3662988.27016696
perm40	3668672.07595622
perm18	3683149.46196689
perm46	3693647.73308531
perm1	3694121.6893629
perm34	3704584.4904143
perm30	3734619.84396895
perm35	3734676.49465642
perm24	3734685.6397107
perm26	3750532.74803104
perm22	3755506.65084381
perm4	3767711.3459631
perm31	3768840.40608154
perm5	3794234.2545253
perm49	3806319.73828419
perm36	3831900.63083966
perm23	3839591.58523041
perm13	3846486.85771796
perm21	3993066.83347978
perm50	4067081.4939939
perm15	4107213.79285861
perm11	4360959.3436065
perm32	4664034.9760373
perm38	5119548.18705819
