Permutation	/home/josh/Documents/School/Capstone/BioNetFit/examples/example5/example5_example5
perm6	3569380.41186818
perm50	3571111.90217888
perm45	3571398.10243345
perm12	3571496.87112202
perm16	3571624.94320239
perm49	3572906.86154303
perm34	3573234.87512453
perm32	3573667.94046062
perm47	3573865.00956601
perm24	3573869.05635207
perm27	3573869.05635207
perm44	3573893.21071702
perm9	3574042.12941838
perm18	3574283.83874038
perm31	3574317.36710119
perm3	3574318.93395028
perm14	3574364.24641295
perm19	3574474.27061383
perm7	3574488.29715524
perm28	3574489.03236076
perm25	3574519.37039108
perm42	3574526.38968209
perm13	3574530.13167674
perm11	3574548.51771696
perm29	3574555.46978748
perm20	3574625.95026544
perm23	3574630.86215246
perm35	3574667.33554209
perm40	3574888.22761606
perm36	3574919.70481244
perm48	3574959.96530517
perm8	3574960.69685652
perm39	3574963.37852325
perm26	3574985.52902474
perm4	3575167.85231902
perm46	3576084.64006774
perm1	3577309.3541589
perm10	3577448.60702111
perm33	3579715.49541612
perm21	3638712.09164807
perm22	3646072.87302713
perm17	3654812.95635889
perm2	3667698.70826092
perm30	3758580.05755634
perm41	3770248.44495804
perm5	3790241.63332188
perm43	3993300.62536766
perm37	3998660.91237464
perm38	4227049.14596594
perm15	4748532.55338923
