Permutation	/home/josh/Documents/School/Capstone/BioNetFit/examples/example5/example5_example5
perm5	3535642.93083293
perm40	3567222.39690034
perm12	3567818.315606
perm8	3567882.3256658
perm35	3567902.23418231
perm48	3568886.97428081
perm22	3568932.44701337
perm47	3569044.82164164
perm16	3569094.34355566
perm24	3569105.79010834
perm1	3569370.85158643
perm50	3569380.60661215
perm2	3569396.33266426
perm26	3569426.67999851
perm11	3569499.44741933
perm36	3571007.27220888
perm30	3571010.21734888
perm6	3571089.89477971
perm19	3571105.68055612
perm21	3571218.38676522
perm39	3571538.71676619
perm49	3571623.97435741
perm44	3571746.7564925
perm4	3571942.31578408
perm13	3572146.49004419
perm23	3573914.94313196
perm20	3599344.35939363
perm31	3604460.3625942
perm15	3607279.70916457
perm9	3617032.05342431
perm29	3652743.56851601
perm14	3730716.65979861
perm42	3731395.65642803
perm28	3733271.59866302
perm7	3735803.89042256
perm32	3752912.8008752
perm37	3798409.99311183
perm38	3838240.16692225
perm3	3856463.42387274
perm41	3862243.01038319
perm45	3916723.38282156
perm33	4033903.60381003
perm17	4038190.71173038
perm25	4088078.71026632
perm43	4116600.83185683
perm46	4188219.84851543
perm18	4243715.87369773
perm34	4257526.05454352
perm27	4303063.58519742
perm10	4481899.99509412
