Permutation	/home/josh/Documents/School/Capstone/BioNetFit/examples/example5/example5_example5
perm25	3661666.69623132
perm18	3661730.3298935
perm37	3669244.88622148
perm17	3669261.23479532
perm12	3669748.58994672
perm13	3669787.01667343
perm48	3669845.59558962
perm26	3670046.41296375
perm10	3670295.46578331
perm29	3670313.84300147
perm31	3670474.03434988
perm21	3670705.21294931
perm49	3671284.76725338
perm50	3671327.31776057
perm8	3671327.66469519
perm47	3671370.70195583
perm7	3671375.14631888
perm14	3671495.46364791
perm23	3671502.02207867
perm4	3672017.83935068
perm2	3672253.29863493
perm15	3674698.27942292
perm33	3676336.77411079
perm35	3682222.91358729
perm36	3689123.43399023
perm30	3691858.31629675
perm41	3693567.503702
perm6	3694526.26475151
perm46	3699365.09762212
perm16	3704586.80267194
perm28	3712413.76558276
perm43	3723268.61121388
perm45	3724935.35889025
perm39	3778167.17960452
perm19	3787374.93844671
perm32	3821799.38991859
perm11	3824940.39825682
perm38	3838967.15981981
perm9	3862076.55824298
perm1	3894441.44725891
perm22	3896801.16414286
perm5	3902252.55745876
perm3	3921873.03288838
perm40	3971669.17756419
perm20	4047121.11120327
perm27	4155246.86488821
perm44	4177169.87522966
perm24	4261031.34826352
perm34	4664932.26773136
perm42	4691062.13336829
