Permutation	/home/josh/Documents/School/Capstone/BioNetFit/examples/example5/example5_example5
perm32	10466423.0564743
perm29	13158015.1492502
perm8	14223462.2458218
perm10	14866266.431326
perm13	14883652.4576662
perm14	15619756.463334
perm37	16312488.0801928
perm47	19164407.8390494
perm5	23854284.8804394
perm2	25044210.2055449
perm9	27486521.0401836
perm43	27486686.813365
perm31	37956536.7304784
perm20	47193750.3910209
perm44	48215516.4547933
perm18	56041693.0202954
perm30	58682481.0106744
perm48	58850370.4489469
perm6	60716471.9188343
perm19	80449175.0217841
perm34	88603410.9566157
perm39	97293719.4752043
perm7	103341309.196064
perm38	158161865.87921
perm1	204010475.003273
perm23	206404135.017605
perm40	226787003.679934
perm25	252444196.052082
perm42	252444474.489452
perm27	256847647.634916
perm35	258929204.685684
perm24	280799681.531667
perm15	285969001.64396
perm11	290494677.440114
perm3	293270859.894762
perm45	293517219.442791
perm49	293649195.818249
perm21	293740524.747605
perm33	320812049.588314
perm28	332408595.278414
perm41	353289273.476361
perm16	361411700.753235
perm17	361859527.580626
perm50	362260494.953043
perm12	364380662.954474
perm36	365963667.749892
perm26	366143911.234891
perm22	367503535.907716
perm4	368161216.47177
perm46	368396497.878109
