Permutation Chi-Sq K2RT__FREE__ KD1__FREE__ kdephos__FREE__ km1__FREE__ km2__FREE__ kphos__FREE__
gen28perm17 1905.2107116881754791 2.47886271e+00 9.20869319e-01 3.19775504e-03 3.92714851e-03 2.59451174e+00 9.67619630e-03
gen28perm36 1906.9732295201254146 2.50845463e+00 1.00544522e+00 3.19775504e-03 3.92714851e-03 2.69398732e+00 9.67619630e-03
gen28perm34 1906.9996950506679241 2.50845463e+00 1.00544522e+00 3.19775504e-03 3.79189512e-03 2.82174463e+00 9.67619630e-03
gen28perm7 1907.6331391951737260 2.44233108e+00 8.84373258e-01 3.06488200e-03 3.92714851e-03 2.69398732e+00 9.44912338e-03
gen28perm37 1908.3837914146804451 2.59804432e+00 8.29477203e-01 3.19775504e-03 3.92714851e-03 2.69398732e+00 9.44912338e-03
gen28perm1 1908.4319961063424671 2.59804432e+00 1.00238032e+00 3.19775504e-03 7.69902255e-01 3.59046335e+00 9.43002891e-03
gen28perm21 1908.4350570345227425 2.59804432e+00 9.27394252e-01 3.19775504e-03 7.69902255e-01 2.69398732e+00 9.43521825e-03
gen28perm24 1908.4371014995783753 2.59804432e+00 1.04802163e+00 3.19775504e-03 8.10483540e-01 3.59046335e+00 9.43002891e-03
gen28perm45 1908.4371215150761145 2.59804432e+00 1.04802163e+00 3.19775504e-03 8.17105589e-01 3.59046335e+00 9.43002891e-03
gen28perm42 1908.4371572636225665 2.59804432e+00 1.04802163e+00 3.19775504e-03 7.69902255e-01 3.59046335e+00 9.43002891e-03
gen28perm41 1908.4556454821909028 2.59804432e+00 8.50033425e-01 3.19775504e-03 7.44299720e-01 2.90408723e+00 9.43002891e-03
gen28perm16 1908.4586717127558586 2.59804432e+00 9.02046723e-01 3.19775504e-03 7.44299720e-01 2.94129889e+00 9.43002891e-03
gen28perm49 1908.4633657898427828 2.59804432e+00 9.44432828e-01 3.19775504e-03 7.44299720e-01 2.94129889e+00 9.43002891e-03
gen28perm47 1908.4800940150851147 2.59804432e+00 9.02046723e-01 3.19775504e-03 7.69902255e-01 2.69398732e+00 9.43002891e-03
gen28perm15 1908.4817967137519190 2.59804432e+00 9.44432828e-01 3.19775504e-03 7.88124037e-01 2.72526910e+00 9.43002891e-03
gen28perm6 1908.4844841571898542 2.59804432e+00 1.00238032e+00 3.19775504e-03 3.92714851e-03 2.94129889e+00 9.43002891e-03
gen28perm13 1908.4848541971598479 2.59804432e+00 9.44432828e-01 3.19775504e-03 7.44299720e-01 2.69398732e+00 9.43002891e-03
