Permutation Chi-Sq K2RT__FREE__ KD1__FREE__ kdephos__FREE__ km1__FREE__ km2__FREE__ kphos__FREE__
gen1perm48 4057.4516745554228692 1.19541991e+01 3.63223284e-02 3.56377651e-03 8.78806520e-01 3.51590274e+00 8.30906943e-03
gen1perm50 5242.7546387071915888 4.07511301e+02 2.81192508e-03 3.78922956e+02 1.49159840e-03 3.06968937e-01 2.10142591e+02
gen1perm5 5388.2869666525630237 1.08753504e-01 2.86987905e-01 1.05613846e-01 2.20658994e-02 2.28457586e+00 7.11399578e+00
gen1perm41 6344.3415662569013875 1.76792814e+02 2.92486889e+01 4.96606352e+01 2.17725830e-03 9.06947127e-02 2.45545552e+01
gen1perm22 7621.0404565818680567 6.50447257e-01 9.54128659e+02 3.04361811e+01 1.56614096e+02 5.20937027e-01 2.96170378e+02
gen1perm2 7671.1527841672113937 2.37956241e-03 9.79929971e-02 2.94620692e-03 4.32473415e-03 2.25373376e+02 1.73363347e+00
gen1perm47 8220.2163611641590251 2.77996048e+00 8.62326915e-02 2.75484089e-02 1.35901264e-03 4.97614109e+01 1.30534761e-01
gen1perm38 9671.4417190454278170 5.31690984e-01 3.76751779e+02 9.20456535e+00 1.52488122e+02 3.84539659e-02 8.90368751e+01
gen1perm33 12416.3414338693492027 7.56461184e+02 1.00448283e+02 3.29005486e-02 2.58649487e-03 6.93280568e+01 5.29432416e-03
gen1perm20 12660.5838067984495865 2.75272885e+01 3.90713167e-03 8.05018133e-01 3.68728638e+02 1.98628969e-02 9.42883031e+01
gen1perm17 12921.6510132115927263 6.54246950e+02 9.07159709e+01 6.86351637e-02 1.96226390e-03 2.72127304e+02 3.37010638e-01
gen1perm13 13052.9351168781395245 2.27851003e+00 4.41972736e+02 1.22660112e-03 9.85111364e-01 4.04585257e+01 2.12982697e-02
gen1perm12 14243.7433955344840797 1.75194222e-03 2.55115428e+00 2.58905115e-02 1.16156835e-03 2.12874013e+00 2.52974252e+02
gen1perm35 15187.6655596485888964 1.63978288e-01 7.87512464e+01 2.39242503e-01 3.41318906e+02 7.07515926e-03 1.20797140e+02
gen1perm11 15281.5227908507331449 2.30223186e-01 2.61713666e+02 2.87614408e+02 2.95156216e-03 2.77538270e+02 1.19024488e+02
gen1perm21 15526.6134558435205690 1.03495923e+01 7.53332720e-01 1.29928319e-02 2.32499443e-03 2.67732277e-01 1.05510812e-03
gen1perm31 15903.7019811336831481 1.63858182e-02 1.00474442e+01 2.70511068e-03 1.29149769e-01 2.41208485e-02 1.25052968e+00
gen1perm25 16098.4948016421130887 4.12304775e+01 4.47890099e-01 5.64822535e-02 4.42311402e-02 3.66547066e+02 7.10595838e-01
gen1perm15 16242.8442362938749284 1.00228672e+00 2.33671047e+00 1.29150224e-02 1.16854789e-01 1.33144536e+01 1.48661789e-03
gen1perm4 16403.8473425081974710 1.59135809e+02 1.75710494e+01 1.90507182e+01 3.56977689e+00 1.39723349e+01 2.79809929e+02
gen1perm1 16585.4552444738401391 2.79214813e+00 9.02046723e-01 3.56247803e+02 6.01149971e+00 4.16747345e-03 1.46210305e+01
gen1perm3 16632.3108009744246374 4.99219096e-01 1.26404797e+01 1.59932781e-03 2.17929281e-03 1.04577757e-01 8.75896958e+00
gen1perm32 16961.2097874611099542 6.23074137e+02 2.31541296e-02 1.13050100e+00 4.97686941e+00 2.43076654e-02 5.57962925e-03
gen1perm40 16975.3668352435233828 1.88159934e-02 3.39064713e-03 2.62732330e-03 2.15509276e+00 1.76091578e-03 1.24187912e+01
gen1perm8 16990.8241597220767289 3.72288939e+00 9.10745401e-03 2.71612062e+00 3.32180405e-03 2.76035703e+02 1.81341617e-02
gen1perm36 17014.5763286518995301 5.29564770e+00 5.86710379e+00 8.62783065e+01 3.03244161e+02 1.36541936e+00 4.39431170e-01
gen1perm18 17023.8740551463306474 5.18250414e-03 1.70508051e-01 1.93438931e+00 3.34430191e-02 2.29639184e-02 1.37220733e+02
gen1perm45 17035.1173428360598336 1.62467309e+01 2.24027578e+00 1.88095624e+01 1.52967526e+01 4.05555192e-01 6.47852322e-02
gen1perm14 17070.6543119235029735 2.23589400e-03 8.64202175e-02 2.37713048e-01 5.96665845e-02 3.25092119e-02 8.77131828e+01
gen1perm44 17111.4527975862038147 1.37399217e+00 1.09996055e-01 3.11828995e+02 6.21465117e-02 6.05925210e+01 3.72595333e-01
gen1perm28 17112.2537890370840614 5.85836191e-03 3.48333639e-02 7.50668793e+02 9.99285785e+02 2.20461943e-02 1.28370840e+02
gen1perm49 17122.0810756561986636 1.87609981e-02 2.42008287e+01 2.48674518e+01 6.47133674e+00 3.45714551e-01 3.16378045e-01
gen1perm43 17123.0961000540555688 5.88663947e+01 5.22991358e+01 8.01915734e+01 8.92026648e-02 4.99096048e-02 1.80224555e-02
gen1perm39 17125.7056903830525698 3.56059931e-02 5.64304721e+01 1.03211824e+01 1.61537206e-03 3.73118911e-03 1.38876949e-01
gen1perm9 17127.9785603351992904 6.15172986e-02 1.01716706e+02 1.47128258e+01 5.58069385e-02 2.72352176e+02 2.15439806e-02
