Permutation Chi-Sq K2RT__FREE__ KD1__FREE__ kdephos__FREE__ km1__FREE__ km2__FREE__ kphos__FREE__
gen15perm8 1922.0341401720172598 2.79214813e+00 9.02046723e-01 2.91190011e-03 8.79394364e-01 2.44237298e+00 8.56684387e-03
gen15perm33 1922.2077799763656003 2.61711553e+00 8.17039762e-01 2.71042182e-03 4.05209018e-03 3.86439468e+00 8.30906943e-03
gen15perm35 1922.2342764181976236 2.61711553e+00 9.02046723e-01 2.71042182e-03 8.79394364e-01 3.59046335e+00 8.30906943e-03
gen15perm13 1922.2478559938388116 2.61711553e+00 9.02046723e-01 2.71042182e-03 4.05209018e-03 3.59046335e+00 8.30906943e-03
gen15perm7 1924.5661233540367903 2.95379282e+00 9.36218439e-02 2.94620692e-03 7.81656683e-01 3.86439468e+00 8.30906943e-03
gen15perm16 1924.5900073515276745 2.58400412e+00 8.48577491e-02 2.71042182e-03 9.64298013e-01 2.44237298e+00 8.30906943e-03
gen15perm9 1924.6479388302611824 2.97190101e+00 9.36218439e-02 2.94620692e-03 3.66094057e-03 2.44237298e+00 8.30906943e-03
gen15perm38 1924.6516587487235483 2.95379282e+00 8.58662805e-01 2.94620692e-03 8.79394364e-01 3.86439468e+00 8.30906943e-03
gen15perm45 1924.6568800537070274 2.97190101e+00 9.36218439e-02 2.94620692e-03 8.32048156e-01 2.33575796e+00 8.30906943e-03
gen15perm29 1924.6696837934562154 2.97190101e+00 8.69432404e-01 2.94620692e-03 8.79394364e-01 3.66983491e+00 8.30906943e-03
gen15perm37 1924.6752090483673783 2.97190101e+00 9.65451662e-01 2.94620692e-03 8.11711069e-01 3.86439468e+00 8.30906943e-03
gen15perm6 1924.6756769285148039 2.97190101e+00 9.02046723e-01 2.94620692e-03 8.79394364e-01 3.59046335e+00 8.30906943e-03
gen15perm47 1924.7312044767693351 2.97190101e+00 9.02046723e-01 2.94620692e-03 8.79394364e-01 2.50956537e+00 8.30906943e-03
gen15perm21 1924.7369420350983091 2.97190101e+00 9.02046723e-01 2.94620692e-03 9.64298013e-01 2.44237298e+00 8.30906943e-03
gen15perm48 1924.7559929305907644 2.97190101e+00 9.80611776e-01 2.94620692e-03 8.09830025e-01 2.33575796e+00 8.30906943e-03
gen15perm15 1924.7623541991054026 2.97190101e+00 9.02046723e-01 2.94620692e-03 8.33022108e-01 2.19959416e+00 8.30906943e-03
gen15perm1 1924.7681604026918194 2.97190101e+00 9.02046723e-01 2.94620692e-03 4.05209018e-03 2.24960103e+00 8.30906943e-03
gen15perm30 1925.5116405412591121 2.97190101e+00 8.48577491e-02 2.94620692e-03 8.73472235e-01 2.33575796e+00 8.37832750e-03
gen15perm10 1926.5975055233036528 2.82817204e+00 8.30786306e-01 2.91190011e-03 7.81656683e-01 3.86439468e+00 8.56684387e-03
gen15perm39 1928.2109141544517570 2.97190101e+00 9.02046723e-01 2.94620692e-03 8.79394364e-01 2.51432455e+00 8.42441153e-03
gen15perm24 1930.6255183385901546 2.97190101e+00 9.86351215e-01 3.00823583e-03 8.79394364e-01 2.58040011e+00 8.30906943e-03
gen15perm4 1935.0754213731784148 2.97190101e+00 9.02046723e-01 2.86523277e-03 8.79394364e-01 2.25428145e+00 8.30906943e-03
gen15perm17 1935.2793124320871812 2.84720173e+00 9.85078057e-01 2.94620692e-03 8.79394364e-01 2.27904937e+00 8.30906943e-03
gen15perm50 1937.4338964012540600 2.61711553e+00 9.02046723e-01 2.71042182e-03 4.11977261e-03 2.25428145e+00 8.56684387e-03
gen15perm41 1937.8791584226851228 2.97190101e+00 9.02046723e-01 2.85553014e-03 7.95962397e-01 2.40089657e+00 8.30906943e-03
gen15perm46 1940.6930279061054989 2.59070226e+00 9.02046723e-01 2.91190011e-03 8.06454998e-01 2.44237298e+00 8.56684387e-03
gen15perm40 1942.1827523740607830 3.13199749e+00 1.00238032e+00 2.94620692e-03 8.79394364e-01 2.33575796e+00 8.30906943e-03
gen15perm23 1942.4113536498325630 2.76081539e+00 9.02046723e-01 2.94620692e-03 9.24198472e-01 2.33575796e+00 8.37832750e-03
gen15perm12 1946.4015595324340211 2.97190101e+00 8.52850079e-01 2.82967996e-03 4.05209018e-03 2.25428145e+00 8.30906943e-03
gen15perm42 1947.4041604061385442 2.79214813e+00 9.02046723e-01 2.94620692e-03 8.72067008e-01 2.44237298e+00 8.30906943e-03
gen15perm36 1948.2092581779827469 2.78490099e+00 9.02046723e-01 2.94620692e-03 4.05209018e-03 3.86439468e+00 8.30906943e-03
gen15perm49 1951.1518036091572412 2.79214813e+00 9.36218439e-02 2.69515210e-03 7.81656683e-01 2.44237298e+00 8.30906943e-03
gen15perm25 1956.2157906932061451 3.10054399e+00 9.67406264e-02 3.00513829e-03 8.18516926e-01 2.33575796e+00 8.56684387e-03
gen15perm22 1960.6792773350650805 3.20392310e+00 8.48577491e-02 2.94620692e-03 8.86685410e-01 3.92664765e+00 8.30906943e-03
gen15perm18 1963.9921765254250658 2.73519840e+00 9.16369947e-01 2.94620692e-03 8.79394364e-01 3.86439468e+00 8.30906943e-03
gen15perm14 1977.6666020052000476 2.40990100e+00 9.02046723e-01 2.71042182e-03 4.05209018e-03 2.17316983e+00 8.30906943e-03
gen15perm44 1982.3103406868460752 2.97190101e+00 9.79929971e-02 2.87308360e-03 8.18516926e-01 2.33575796e+00 8.56684387e-03
gen15perm2 1990.7478967745953469 2.61711553e+00 9.02046723e-01 2.71042182e-03 8.79394364e-01 3.59046335e+00 7.93199584e-03
gen15perm28 2007.4631674072297756 2.78176303e+00 8.30786306e-01 2.71042182e-03 4.05209018e-03 3.59046335e+00 8.56684387e-03
gen15perm20 2015.5248651220395004 2.97190101e+00 9.02046723e-01 2.71042182e-03 8.79394364e-01 2.25428145e+00 8.30906943e-03
gen15perm32 2017.7019909385373921 2.97190101e+00 9.02046723e-01 2.71042182e-03 8.79394364e-01 3.59046335e+00 8.30906943e-03
gen15perm11 2022.1710950141009562 2.61711553e+00 9.02046723e-01 2.94620692e-03 8.79394364e-01 2.33575796e+00 8.30906943e-03
gen15perm31 2022.2151915920851479 2.61711553e+00 9.02046723e-01 2.94620692e-03 4.05209018e-03 2.33627808e+00 8.30906943e-03
gen15perm26 2032.9507774320707085 2.78176303e+00 9.02046723e-01 2.86700324e-03 3.66094057e-03 3.59237838e+00 9.00165886e-03
gen15perm34 2036.1961782892144583 2.97190101e+00 9.77178618e-01 2.68527766e-03 3.66094057e-03 2.25428145e+00 8.30906943e-03
gen15perm27 2061.8614383053500205 2.61711553e+00 9.02046723e-01 2.99554414e-03 8.18516926e-01 2.33575796e+00 8.30906943e-03
gen15perm43 2070.9043188831374209 2.99433966e+00 9.02046723e-01 3.00823583e-03 9.64298013e-01 2.48052944e+00 9.09480205e-03
gen15perm19 2087.0319250738984920 2.61711553e+00 9.02046723e-01 3.02381856e-03 4.31749066e-03 2.33575796e+00 8.30906943e-03
gen15perm5 2155.5545854075644456 2.61711553e+00 8.66347810e-01 2.71042182e-03 4.05209018e-03 3.95211363e+00 7.57733582e-03
