Permutation	/home/josh/Documents/School/Capstone/BioNetFit/examples/example5/example5_example5
perm29	9048286.58036283
perm41	12739221.4118904
perm3	16587521.8772416
perm12	19162958.6272459
perm21	25370969.4962956
perm42	38725072.7488294
perm33	40872202.2533748
perm15	52298179.4701839
perm45	56909606.2720258
perm39	57664229.4162103
perm27	63605042.4937509
perm7	81287485.4618061
perm20	83809350.1325973
perm40	89040388.8433635
perm9	124304737.082329
perm18	128385745.344301
perm10	152294969.099871
perm47	153478288.490507
perm46	167008989.444037
perm48	168760195.231459
perm16	187317044.261236
perm24	189630124.678153
perm36	210132804.841653
perm35	219052171.744068
perm4	238720646.354043
perm2	256478204.324747
perm50	272314210.383386
perm28	272428932.001828
perm1	273545472.033394
perm14	274134252.438268
perm25	274431607.959815
perm34	275612431.272509
perm26	277066329.717725
perm43	285866972.785566
perm38	290637831.997727
perm13	290644990.485032
perm30	292360924.31922
perm19	292449605.125836
perm22	292494330.34275
perm49	292835653.555658
perm8	292878780.380258
perm37	293250347.838647
perm11	293306867.038157
perm31	293393707.198194
perm6	293417696.713415
perm23	293460856.556543
perm5	293533410.567378
perm17	317477423.910105
perm32	342314375.399748
perm44	368330518.134369
