Permutation	/home/josh/Documents/School/Capstone/BioNetFit/examples/example5/example5_example5
perm3	3616200.40625299
perm36	3616226.46390331
perm33	3616243.65700741
perm42	3616268.98978875
perm2	3616329.85236148
perm26	3616332.54407197
perm39	3616345.18078578
perm29	3616374.86322125
perm45	3616433.8703392
perm43	3616440.05150943
perm38	3616546.94323685
perm21	3616625.76269743
perm19	3629868.40930148
perm22	3631326.36105946
perm12	3632184.72625363
perm23	3632566.86455994
perm4	3636261.63021735
perm20	3636613.51331938
perm46	3639079.11249361
perm25	3639704.52446661
perm40	3641309.70834743
perm5	3644562.437321
perm1	3647507.82539342
perm24	3648089.23013383
perm44	3671568.82244109
perm27	3681569.90327084
perm10	3716292.60111516
perm8	3728634.87341768
perm31	3729664.0185201
perm11	3784158.33472619
perm35	3823964.87038824
perm7	3838143.23098342
perm28	3838172.04152972
perm13	3841001.17869464
perm30	3858989.42430493
perm48	3862684.51332866
perm34	3875491.40808234
perm32	3883955.7825155
perm9	3921203.56765836
perm16	3925711.98705376
perm37	4061220.88891427
perm18	4062226.97878481
perm41	4067720.85184623
perm17	4118801.25673617
perm50	4146633.89187934
perm14	4353833.7326261
perm49	4470904.81563497
perm6	4515297.74188629
perm15	4630966.84927798
perm47	4718863.73466535
