Permutation	/home/josh/Documents/School/Capstone/BioNetFit/examples/example5/example5_example5
perm18	3604445.07589036
perm34	3611069.86360765
perm33	3611512.02823544
perm42	3611582.48761216
perm4	3611629.14606367
perm15	3612286.59410112
perm40	3616203.80109183
perm11	3616207.31391694
perm3	3616219.81339298
perm27	3616220.72692133
perm36	3616271.78541568
perm7	3616287.22725488
perm32	3616300.11773167
perm19	3616324.69183843
perm29	3616351.91502442
perm30	3616355.41300146
perm10	3616387.06556267
perm13	3616396.3666904
perm48	3616433.8703392
perm20	3616461.11833173
perm49	3616483.02673361
perm5	3616488.46282808
perm43	3616521.61647376
perm31	3616556.21230838
perm17	3616645.52333121
perm24	3616761.53526768
perm2	3621312.11348912
perm6	3625245.23702938
perm47	3629268.35756234
perm35	3633774.20107349
perm12	3637531.72687389
perm25	3659176.20618352
perm45	3670715.69405883
perm14	3693392.06391797
perm46	3697054.44670731
perm21	3698956.65258543
perm37	3769409.86028598
perm16	3838870.175822
perm22	3844078.09631352
perm28	3870798.28607364
perm9	3880293.84643925
perm39	3894995.52227165
perm38	3901215.69219216
perm23	4027122.61961391
perm1	4272335.45791033
perm41	4286907.15610025
perm44	4373804.09260564
perm50	4422090.47011959
perm8	4430183.56418173
perm26	4523186.8191465
